Time,Velocity,Acceleration,RPM
0.595,89.44444444444444,0.426413255360643,11439
1.075,90.0,0.9048821548821735,11463
6.595,35.55555555555556,10.466269841269842,10080
6.915,40.55555555555556,13.888888888888879,11183
7.235,44.44444444444444,12.549603174603192,11289
7.515,48.05555555555556,10.416666666666686,10737
7.795,50.27777777777778,11.724386724386704,11312
7.955,52.5,12.701804368471024,11522
8.315,56.11111111111111,9.832451499118179,10946
8.515,58.05555555555556,9.32158119658115,10849
8.835,60.83333333333333,6.047869298087406,11312
9.196,61.94444444444444,0.7857546197376308,11452
10.076,61.11111111111111,1.3888888888889142,11269
10.316,61.666666666666664,2.314814814814852,11619
10.676,62.5,4.306236383442254,11527
10.996,64.44444444444444,7.3784722222222,10771
11.316,67.22222222222221,6.983024691358011,10956
11.716,69.16666666666667,3.8194444444444713,11199
12.116,70.27777777777777,2.8944911297852514,11450
12.396,71.11111111111111,4.505702671530912,11600
12.635,72.5,4.9159076299734465,11660
12.835,73.33333333333333,4.377104377104359,10615
24.596,34.72222222222222,14.295889295889438,10214
24.836,40.27777777777778,18.097643097643115,11173
25.036,43.05555555555556,12.235449735449627,11815
25.316,45.833333333333336,3.6075036075036166,10955
25.476,45.833333333333336,10.648148148148039,10882
25.716,52.22222222222222,17.539173789173617,11469
25.996,54.166666666666664,8.019458907858642,12027
26.475,58.888888888888886,9.956906428384713,10998
26.835,62.5,5.490265906932564,11524
26.995,63.05555555555556,4.013347763347809,11841
27.275,64.44444444444444,8.521571021570935,11264
27.515,67.22222222222221,6.712962962962905,10862
27.675,67.77777777777777,4.303181386514787,10979
28.035,70.0,3.8580246913580254,11346
28.275,70.55555555555556,4.050925925925895,11440
28.515,71.94444444444444,3.1160968660968393,11669
28.795,71.94444444444444,6.572677380130926,11880
28.956,73.61111111111111,8.106759414167243,11898
29.316,74.72222222222221,2.6234567901234414,11969
29.556,75.27777777777777,1.9675925925925526,12096
36.076,38.61111111111111,10.995370370370281,10899
40.115,43.05555555555556,10.174951601451951,11485
40.435,45.833333333333336,12.152777777777757,11642
40.755,50.83333333333333,11.987433862433946,11280
40.995,53.05555555555556,10.995370370370395,11896
41.235,56.11111111111111,11.090067340067236,11210
41.435,58.05555555555556,9.005731922398532,10907
41.795,60.83333333333333,9.585707502374305,11363
41.955,62.5,10.384417548680148,11553
42.116,64.16666666666667,8.519164620080772,11888
42.356,65.55555555555556,7.523148148148209,10628
42.516,66.94444444444444,6.966991341991445,10945
42.796,68.05555555555556,6.194037444037377,11168
43.036,70.0,6.3657407407406765,11368
43.276,71.11111111111111,5.246913580246883,11461
43.636,73.33333333333333,5.20265976761074,11285
43.956,74.72222222222221,4.233440170940298,10696
44.156,75.55555555555556,4.083994708994794,10814
44.436,76.66666666666667,3.6525974025973937,10972
44.596,77.22222222222221,3.4722222222222285,11139
44.836,78.05555555555556,2.430555555555543,11149
44.996,78.33333333333333,2.187049062049013,11264
45.276,79.16666666666667,2.8944911297852514,11362
45.676,80.27777777777777,2.083333333333343,11424
46.076,80.83333333333333,3.257814298724327,11572
46.275,81.66666666666667,2.099049969983696,10416
46.875,81.66666666666667,0.5511463844796936,10563
47.235,82.22222222222221,1.7010381593714925,10563
47.675,83.05555555555556,3.456439393939263,10719
47.875,83.88888888888889,3.231837606837516,10740
48.195,84.44444444444444,2.066798941798936,10816
48.435,85.0,2.2261994663771247,10855
48.836,85.83333333333333,0.5926953264492454,10951
48.996,85.83333333333333,0.46296296296301875,11035
49.236,86.11111111111111,0.46296296296299033,11064
49.396,86.11111111111111,1.4210854715202004e-14,11003
50.636,86.11111111111111,1.4210854715202004e-14,11105
54.675,35.27777777777778,13.888888888888829,10648
54.875,38.61111111111111,16.191795423624107,11143
55.276,44.72222222222222,13.868129129250619,11919
55.676,49.72222222222222,14.09143518518539,10611
55.916,53.33333333333333,12.422839506173027,11869
56.276,56.388888888888886,9.645061728394992,11467
56.636,60.27777777777778,9.215167548501,11220
56.836,61.94444444444444,6.597222222222257,11484
56.996,62.77777777777778,6.65509259259251,11854
57.316,65.83333333333333,7.399140211640258,11480
57.556,67.22222222222221,5.632716049382822,10866
57.916,69.16666666666667,6.461176088369001,11250
58.316,72.22222222222221,6.249999999999943,11628
58.716,74.16666666666667,3.9667508417508657,10603
59.196,75.55555555555556,4.825431634642143,10894
59.476,77.22222222222221,4.965667037434969,11060
59.755,78.33333333333333,3.48746810059302,11198
60.155,79.44444444444444,3.258778258778264,11359
60.595,81.11111111111111,2.1385732323232105,11517
60.795,81.38888888888889,1.8097643097642901,11608
61.035,81.94444444444444,3.0779405779405806,10593
61.315,83.05555555555556,2.9265873015873325,10640
61.635,83.61111111111111,2.3907469526537,10756
61.916,84.44444444444444,2.390746952653714,10845
62.236,85.0,1.7361111111110858,10951
62.396,85.27777777777777,1.5817901234567557,10987
62.596,85.55555555555556,2.083333333333343,10991
62.796,86.11111111111111,2.3368606701939996,11017
63.156,86.66666666666667,1.3117283950617207,11097
63.396,86.94444444444444,1.7361111111110858,11164
63.636,87.5,1.9434541493365032,11157
64.076,88.05555555555556,1.1945434739551786,11206
64.316,88.33333333333333,1.3117283950617207,11298
64.676,88.88888888888889,1.1857752360203904,11269
64.996,89.16666666666667,0.4595588235294201,11374
65.356,89.16666666666667,1.116071428571388,11382
65.636,89.72222222222221,0.9157509157508912,11434
65.876,89.72222222222221,0.30864197530868864,11447
66.236,90.0,0.9941369630849692,11446
66.675,90.55555555555556,0.5701888180271055,11502
67.035,90.55555555555556,0.2840909090909065,11516
80.635,38.05555555555556,9.953703703704122,10883
80.835,40.27777777777778,12.098311546841337,10603
81.315,47.22222222222222,12.509283318487434,10486
81.556,50.0,9.781276887579935,11246
81.756,51.666666666666664,8.564814814814703,11656
82.156,55.27777777777778,8.96942110177396,10505
82.436,57.77777777777778,3.7202380952379883,10925
82.636,57.77777777777778,9.645061728393898,11249
82.796,60.55555555555556,13.194444444443576,11358
83.036,62.22222222222222,8.06051587301603,11493
83.356,65.27777777777777,8.159722222222285,11933
83.636,67.22222222222221,6.9444444444444,10859
83.836,68.61111111111111,5.892255892255861,11076
84.076,69.72222222222221,4.133597883597915,11322
84.396,70.83333333333333,6.779100529100674,11524
84.636,73.05555555555556,6.944444444444514,11361
84.876,74.16666666666667,3.7615740740739767,10667
85.196,75.0,5.2751068376067565,10833
85.396,76.38888888888889,5.979938271604908,10985
85.556,77.22222222222221,4.513888888888943,11033
85.796,78.05555555555556,4.629629629629676,11193
86.036,79.44444444444444,4.050925925926009,11323
86.276,80.0,4.05092592592564,11385
86.436,80.83333333333333,2.596003134795893,11470
86.595,80.83333333333333,0.9455505601940928,11568
86.955,81.94444444444444,2.6234567901234698,10589
87.195,82.5,3.3249158249157915,10607
87.395,83.33333333333333,2.777777777777743,10607
87.595,83.61111111111111,2.5462962962964184,10761
87.755,84.16666666666667,3.1828703703703667,10804
88.075,85.0,1.8534947755358075,10879
88.276,85.27777777777777,2.545798630730417,10872
88.436,85.83333333333333,3.131091617933542,10970
89.036,86.94444444444444,1.5046296296295623,11125
89.236,87.22222222222221,0.6172839506172636,11162
89.396,87.22222222222221,0.8680555555556424,11145
89.716,88.05555555555556,1.1160714285715017,11201
89.956,88.05555555555556,0.7575757575757223,11257
90.156,88.33333333333333,1.3494318181818343,11316
90.596,88.88888888888889,1.0341905901116775,11313
90.916,89.16666666666667,0.3338675213675515,11360
91.276,89.16666666666667,0.23741690408365912,11409
92.036,89.44444444444444,0.23148148148145253,11364
0.094,88.33333333333333,1.1574074074074403,11250
0.334,88.61111111111111,0.4629629629629335,11278
0.494,88.61111111111111,0.3607503607503304,11272
0.774,88.88888888888889,0.4578754578754456,11289
1.014,88.88888888888889,0.308641975308646,11310
1.374,89.16666666666667,0.38580246913581107,11284
7.494,45.833333333333336,11.342592592592595,10364
7.894,50.55555555555556,10.416666666666657,11197
8.094,52.5,9.245642701525085,11551
8.574,56.388888888888886,10.532407407407405,10899
8.894,60.27777777777778,5.208333333333343,11234
9.054,60.55555555555556,0.578703703703674,10845
10.374,56.666666666666664,1.8728956228956548,10669
10.614,58.05555555555556,6.418350168350145,10941
10.814,59.44444444444444,7.638888888888914,11117
11.014,61.11111111111111,5.632716049382736,11416
11.174,61.666666666666664,5.3060424664480195,11637
11.415,63.61111111111111,6.69509235998072,11800
11.615,64.72222222222221,3.4336419753086886,10756
11.775,65.0,0.8680555555555713,10701
11.935,65.0,2.8935185185184764,10856
12.255,67.77777777777777,6.774237472766885,10922
12.615,69.44444444444444,5.373677248677268,11315
12.895,71.11111111111111,3.2903439153438967,11376
13.095,71.38888888888889,2.8670281984015276,11577
25.095,36.666666666666664,10.395622895622807,10554
25.335,40.55555555555556,16.05107855107856,11239
25.615,45.0,12.400793650793716,11662
25.895,47.5,12.05357142857143,10918
26.215,52.5,9.837962962962962,11556
26.375,53.61111111111111,7.67409879519904,11696
26.854,58.33333333333333,9.152323646555402,11003
27.174,61.11111111111111,6.365740740740733,11453
27.334,61.94444444444444,6.921897546897526,11636
27.614,64.72222222222221,7.071632071632052,11928
27.854,65.83333333333333,6.365740740740705,10837
28.094,67.77777777777777,6.194037444037434,10898
28.374,68.88888888888889,4.952050264550309,11249
28.694,70.83333333333333,4.340277777777828,11428
28.854,71.38888888888889,3.4722222222222143,11478
29.174,72.5,2.6041666666666714,11712
29.494,73.05555555555556,2.6000132908027354,11897
29.934,74.72222222222221,1.5948963317384255,12150
36.294,36.94444444444444,10.383597883597915,10191
36.654,41.11111111111111,4.629629629629456,11135
40.294,37.77777777777778,23.437500000000433,10646
40.614,42.5,4.918981481481552,11600
40.774,42.5,9.259259259259693,10760
40.974,46.666666666666664,17.824074074074368,10507
41.374,51.388888888888886,7.638888888888914,11368
41.574,52.5,7.425213675213712,10780
41.894,55.83333333333333,10.030864197530832,10815
43.014,65.55555555555556,8.68055555555577,10801
43.174,66.94444444444444,7.986111111111278,10970
43.574,69.44444444444444,6.07492997198878,11331
43.854,71.11111111111111,5.240130240130213,11494
44.094,72.22222222222221,4.6245083815199735,11673
44.455,73.88888888888889,5.319723147034267,10612
44.695,75.27777777777777,3.3564814814814667,10805
44.855,75.55555555555556,2.604166666666657,10857
45.015,76.11111111111111,3.780864197530832,10944
45.215,76.94444444444444,4.083994708994695,11056
45.495,78.05555555555556,2.4636243386243564,11156
45.695,78.33333333333333,2.3358585858585457,11186
45.935,79.16666666666667,3.0092592592592524,11397
46.295,80.0,2.008442265795196,11410
46.615,80.55555555555556,1.6472262334372516,11467
46.974,81.11111111111111,1.3137083505350233,11597
47.214,81.38888888888889,0.6944444444444287,11597
47.574,81.38888888888889,0.6944444444444571,10527
47.814,81.66666666666667,1.283670033670063,10583
48.014,81.94444444444444,1.7440025252525544,10608
48.454,83.05555555555556,0.6734006734006357,10612
48.614,83.05555555555556,0.7936507936507624,10674
49.014,84.16666666666667,0.7936507936507837,10793
49.174,84.16666666666667,0.6172839506172636,10793
49.374,84.44444444444444,1.1505991285402644,10863
49.854,84.72222222222221,0.19290123456792685,10879
50.094,84.72222222222221,1.0416666666667425,10948
50.254,85.0,0.8680555555555998,10867
50.414,85.0,2.842170943040401e-14,10851
50.854,85.0,0.859976479643251,10932
55.974,45.55555555555556,14.08425689116217,10371
56.414,51.666666666666664,11.9791666666668,11393
56.614,53.888888888888886,8.796296296296362,10273
56.774,55.0,8.179012345679041,10497
56.974,56.94444444444444,11.072530864197432,10804
57.134,58.888888888888886,11.256296415433134,10987
57.495,62.22222222222222,5.973063698744028,11555
57.695,63.05555555555556,5.902777777777715,11275
58.015,65.83333333333333,6.365740740740819,10627
58.175,66.66666666666667,6.200396825396865,10939
58.455,68.88888888888889,6.547619047619008,11162
58.655,70.0,5.595012626262616,11279
59.095,72.5,4.888167388167432,11377
59.495,74.16666666666667,3.009259259259238,10684
59.735,74.72222222222221,5.092592592592496,10790
59.895,75.83333333333333,5.862193362193324,10909
60.175,76.94444444444444,4.09647568458314,11096
60.374,77.77777777777777,3.684324045917947,11140
60.654,78.61111111111111,1.9841269841269593,11279
60.934,78.88888888888889,2.5545634920634654,11347
61.254,80.27777777777777,3.3371913580246684,11422
61.654,81.11111111111111,2.951388888888971,11117
61.894,81.94444444444444,3.0092592592593235,10593
62.254,82.77777777777777,2.314814814814781,10644
62.494,83.33333333333333,1.6975308641975175,10742
62.854,83.61111111111111,2.5697200176366266,10792
63.134,84.72222222222221,2.926587301587304,10862
63.454,85.27777777777777,1.6453340595497536,10939
63.814,85.83333333333333,0.47483380816709087,10956
63.974,85.83333333333333,1.2250229308979783,11032
64.175,86.38888888888889,2.0317206484584176,11103
64.415,86.66666666666667,0.5260942760942271,11070
64.615,86.66666666666667,0.8267195767194551,11134
64.895,87.22222222222221,1.4632936507936307,11145
65.215,87.5,0.934193121693113,11149
65.495,87.77777777777777,1.2235449735450743,11201
65.695,88.05555555555556,0.6172839506173773,11255
65.855,88.05555555555556,0.36075036075037303,11222
66.135,88.33333333333333,0.9920634920634939,11285
66.415,88.61111111111111,0.49603174603174693,11275
66.695,88.61111111111111,0.4070408767892957,11306
67.014,88.88888888888889,0.7701326104624258,11377
67.454,89.16666666666667,0.16835016835022998,11387
67.614,89.16666666666667,0.8680555555555429,11364
67.774,89.44444444444444,1.1047979797979366,11416
81.494,39.166666666666664,6.980268959435719,11251
81.814,41.11111111111111,10.772156084656075,11379
82.094,45.27777777777778,13.875835421887984,10668
82.574,51.11111111111111,11.381172839506135,11706
82.934,55.0,9.748401675484999,11837
83.214,57.5,6.613756613756607,10990
83.454,58.61111111111111,11.226851851850995,10990
83.614,61.11111111111111,12.953278773506291,11265
83.975,63.61111111111111,6.93758644508199,11656
84.175,65.0,6.944444444444372,10691
84.375,66.38888888888889,7.908950617284006,10875
84.535,67.77777777777777,7.06018518518529,10973
84.775,68.88888888888889,5.621693121693127,11226
85.095,71.11111111111111,6.076388888888914,11426
85.415,72.77777777777777,4.050925925925924,10781
85.575,73.33333333333333,4.340277777777914,10548
85.735,74.16666666666667,5.2083333333334565,10631
85.895,75.0,4.976851851851876,10811
86.135,76.11111111111111,4.324379324379194,10811
86.415,77.22222222222221,3.701159951160008,11073
86.655,78.05555555555556,3.6265432098766155,11190
87.015,79.44444444444444,3.367226457109865,11328
87.294,80.27777777777777,3.030328526315202,11499
87.654,81.38888888888889,2.371550472040667,11551
87.974,81.94444444444444,2.3974867724867295,10711
88.254,82.77777777777777,2.8025793650793673,10633
88.574,83.61111111111111,1.8563034188034635,10780
88.774,83.88888888888889,2.050264550264515,10783
89.054,84.72222222222221,2.050264550264558,10807
89.254,85.0,2.5462962962963616,10857
89.414,85.55555555555556,2.57034632034636,10920
89.694,85.83333333333333,1.2331900352733527,10988
90.054,86.38888888888889,1.6767568850902421,11045
90.214,86.66666666666667,1.6755580042642038,11085
90.575,87.22222222222221,0.5486399489984137,11127
90.775,87.22222222222221,0.964506172839549,11227
90.935,87.5,1.7361111111112422,11191
91.255,88.05555555555556,0.919117647058826,11244
91.615,88.05555555555556,0.6944444444443718,11258
91.855,88.33333333333333,0.5260942760942555,11262
92.055,88.33333333333333,4.263256414560601e-14,11301
93.015,88.33333333333333,0.5291005291005035,11311
93.854,88.33333333333333,0.8707767328456715,11249
